country_id,product,flow,year,ratio
Bosnia and Herzegovina,pulpwood,IMPORTS,2015,652.99
Bosnia and Herzegovina,pulpwood,IMPORTS,2016,575.41
Bosnia and Herzegovina,pulpwood,EXPORTS,2016,736.0
Bosnia and Herzegovina,pulpwood,IMPORTS,2017,603.77
Bosnia and Herzegovina,pulpwood,IMPORTS,2018,771.65
Bosnia and Herzegovina,pulpwood,EXPORTS,2018,1083.5
Bosnia and Herzegovina,pulpwood,IMPORTS,2019,658.87
Bosnia and Herzegovina,pulpwood,EXPORTS,2019,949.5
Bosnia and Herzegovina,pulpwood,IMPORTS,2020,526.9
Bosnia and Herzegovina,pulpwood,IMPORTS,2021,665.75
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2007,776.18
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2008,797.24
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2009,701.53
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2010,719.1
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2011,2032.12
Bosnia and Herzegovina,recovered fibre pulp,EXPORTS,2012,475.0
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2013,536.44
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2014,786.23
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2015,679.0
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2016,1544.0
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2017,1301.77
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2018,1385.13
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2019,851.0
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2020,621.56
Bosnia and Herzegovina,recovered fibre pulp,IMPORTS,2021,1017.77
Bosnia and Herzegovina,roundwood,IMPORTS,2007,102.34
Bosnia and Herzegovina,roundwood,EXPORTS,2007,67.43
Bosnia and Herzegovina,roundwood,IMPORTS,2008,100.2
Bosnia and Herzegovina,roundwood,EXPORTS,2008,75.17
Bosnia and Herzegovina,roundwood,IMPORTS,2009,88.85
Bosnia and Herzegovina,roundwood,EXPORTS,2009,67.42
Bosnia and Herzegovina,roundwood,IMPORTS,2010,82.45
Bosnia and Herzegovina,roundwood,EXPORTS,2010,63.17
Bosnia and Herzegovina,roundwood,IMPORTS,2011,82.17
Bosnia and Herzegovina,roundwood,EXPORTS,2011,69.5
Bosnia and Herzegovina,roundwood,IMPORTS,2012,83.4
Bosnia and Herzegovina,roundwood,EXPORTS,2012,66.51
Bosnia and Herzegovina,roundwood,IMPORTS,2013,111.41
Bosnia and Herzegovina,roundwood,EXPORTS,2013,74.71
Bosnia and Herzegovina,roundwood,IMPORTS,2014,117.07
Bosnia and Herzegovina,roundwood,EXPORTS,2014,76.72
Bosnia and Herzegovina,roundwood,IMPORTS,2015,100.57
Bosnia and Herzegovina,roundwood,EXPORTS,2015,75.77
Bosnia and Herzegovina,roundwood,IMPORTS,2016,120.92
Bosnia and Herzegovina,roundwood,EXPORTS,2016,73.53
Bosnia and Herzegovina,roundwood,IMPORTS,2017,112.87
Bosnia and Herzegovina,roundwood,EXPORTS,2017,70.28
Bosnia and Herzegovina,roundwood,IMPORTS,2018,101.55
Bosnia and Herzegovina,roundwood,EXPORTS,2018,84.6
Bosnia and Herzegovina,roundwood,IMPORTS,2019,91.34
Bosnia and Herzegovina,roundwood,EXPORTS,2019,87.98
Bosnia and Herzegovina,roundwood,IMPORTS,2020,90.58
Bosnia and Herzegovina,roundwood,EXPORTS,2020,86.78
Bosnia and Herzegovina,roundwood,IMPORTS,2021,123.01
Bosnia and Herzegovina,roundwood,EXPORTS,2021,104.4
Bosnia and Herzegovina,sawnwood,IMPORTS,2007,537.81
Bosnia and Herzegovina,sawnwood,EXPORTS,2007,241.62
Bosnia and Herzegovina,sawnwood,IMPORTS,2008,461.9
Bosnia and Herzegovina,sawnwood,EXPORTS,2008,262.06
Bosnia and Herzegovina,sawnwood,IMPORTS,2009,355.39
Bosnia and Herzegovina,sawnwood,EXPORTS,2009,243.38
Bosnia and Herzegovina,sawnwood,IMPORTS,2010,300.3
Bosnia and Herzegovina,sawnwood,EXPORTS,2010,240.36
Bosnia and Herzegovina,sawnwood,IMPORTS,2011,279.2
Bosnia and Herzegovina,sawnwood,EXPORTS,2011,259.85
Bosnia and Herzegovina,sawnwood,IMPORTS,2012,257.41
Bosnia and Herzegovina,sawnwood,EXPORTS,2012,240.44
Bosnia and Herzegovina,sawnwood,IMPORTS,2013,251.16
Bosnia and Herzegovina,sawnwood,EXPORTS,2013,260.39
Bosnia and Herzegovina,sawnwood,IMPORTS,2014,239.65
Bosnia and Herzegovina,sawnwood,EXPORTS,2014,255.45
Bosnia and Herzegovina,sawnwood,IMPORTS,2015,239.86
Bosnia and Herzegovina,sawnwood,EXPORTS,2015,227.27
Bosnia and Herzegovina,sawnwood,IMPORTS,2016,244.3
Bosnia and Herzegovina,sawnwood,EXPORTS,2016,240.64
Bosnia and Herzegovina,sawnwood,IMPORTS,2017,262.58
Bosnia and Herzegovina,sawnwood,EXPORTS,2017,235.18
Bosnia and Herzegovina,sawnwood,IMPORTS,2018,264.74
Bosnia and Herzegovina,sawnwood,EXPORTS,2018,259.25
Bosnia and Herzegovina,sawnwood,IMPORTS,2019,262.44
Bosnia and Herzegovina,sawnwood,EXPORTS,2019,246.19
Bosnia and Herzegovina,sawnwood,IMPORTS,2020,281.46
Bosnia and Herzegovina,sawnwood,EXPORTS,2020,245.21
Bosnia and Herzegovina,sawnwood,IMPORTS,2021,313.47
Bosnia and Herzegovina,sawnwood,EXPORTS,2021,302.34
Bosnia and Herzegovina,veneer sheets,IMPORTS,2007,1556.28
Bosnia and Herzegovina,veneer sheets,EXPORTS,2007,927.34
Bosnia and Herzegovina,veneer sheets,IMPORTS,2008,1123.96
Bosnia and Herzegovina,veneer sheets,EXPORTS,2008,1138.82
Bosnia and Herzegovina,veneer sheets,IMPORTS,2009,1463.29
Bosnia and Herzegovina,veneer sheets,EXPORTS,2009,1050.87
Bosnia and Herzegovina,veneer sheets,IMPORTS,2010,1463.39
Bosnia and Herzegovina,veneer sheets,EXPORTS,2010,1054.37
Bosnia and Herzegovina,veneer sheets,IMPORTS,2011,1274.14
Bosnia and Herzegovina,veneer sheets,EXPORTS,2011,1039.15
Bosnia and Herzegovina,veneer sheets,IMPORTS,2012,2233.11
Bosnia and Herzegovina,veneer sheets,EXPORTS,2012,928.26
Bosnia and Herzegovina,veneer sheets,IMPORTS,2013,1920.37
Bosnia and Herzegovina,veneer sheets,EXPORTS,2013,1005.5
Bosnia and Herzegovina,veneer sheets,IMPORTS,2014,1521.53
Bosnia and Herzegovina,veneer sheets,EXPORTS,2014,1177.85
Bosnia and Herzegovina,veneer sheets,IMPORTS,2015,1699.69
Bosnia and Herzegovina,veneer sheets,EXPORTS,2015,1248.45
Bosnia and Herzegovina,veneer sheets,IMPORTS,2016,1171.2
Bosnia and Herzegovina,veneer sheets,EXPORTS,2016,1365.92
Bosnia and Herzegovina,veneer sheets,IMPORTS,2017,1260.29
Bosnia and Herzegovina,veneer sheets,EXPORTS,2017,1376.99
Bosnia and Herzegovina,veneer sheets,IMPORTS,2018,1294.63
Bosnia and Herzegovina,veneer sheets,EXPORTS,2018,1507.06
Bosnia and Herzegovina,veneer sheets,IMPORTS,2019,850.02
Bosnia and Herzegovina,veneer sheets,EXPORTS,2019,1658.01
Bosnia and Herzegovina,veneer sheets,IMPORTS,2020,872.33
Bosnia and Herzegovina,veneer sheets,EXPORTS,2020,1801.69
Bosnia and Herzegovina,veneer sheets,IMPORTS,2021,922.17
Bosnia and Herzegovina,veneer sheets,EXPORTS,2021,2223.69
Bosnia and Herzegovina,wood charcoal,IMPORTS,2007,389.93
Bosnia and Herzegovina,wood charcoal,EXPORTS,2007,412.81
Bosnia and Herzegovina,wood charcoal,IMPORTS,2008,425.85
Bosnia and Herzegovina,wood charcoal,EXPORTS,2008,494.17
Bosnia and Herzegovina,wood charcoal,IMPORTS,2009,464.03
Bosnia and Herzegovina,wood charcoal,EXPORTS,2009,495.84
Bosnia and Herzegovina,wood charcoal,IMPORTS,2010,498.61
Bosnia and Herzegovina,wood charcoal,EXPORTS,2010,480.79
Bosnia and Herzegovina,wood charcoal,IMPORTS,2011,436.6
Bosnia and Herzegovina,wood charcoal,EXPORTS,2011,501.5
Bosnia and Herzegovina,wood charcoal,IMPORTS,2012,462.7
Bosnia and Herzegovina,wood charcoal,EXPORTS,2012,478.76
Bosnia and Herzegovina,wood charcoal,IMPORTS,2013,476.0
Bosnia and Herzegovina,wood charcoal,EXPORTS,2013,464.08
Bosnia and Herzegovina,wood charcoal,IMPORTS,2014,497.43
Bosnia and Herzegovina,wood charcoal,EXPORTS,2014,487.23
Bosnia and Herzegovina,wood charcoal,IMPORTS,2015,585.53
Bosnia and Herzegovina,wood charcoal,EXPORTS,2015,415.87
Bosnia and Herzegovina,wood charcoal,IMPORTS,2016,567.39
Bosnia and Herzegovina,wood charcoal,EXPORTS,2016,411.0
Bosnia and Herzegovina,wood charcoal,IMPORTS,2017,484.94
Bosnia and Herzegovina,wood charcoal,EXPORTS,2017,433.24
Bosnia and Herzegovina,wood charcoal,IMPORTS,2018,727.26
Bosnia and Herzegovina,wood charcoal,EXPORTS,2018,468.6
Bosnia and Herzegovina,wood charcoal,IMPORTS,2019,546.24
Bosnia and Herzegovina,wood charcoal,EXPORTS,2019,488.34
Bosnia and Herzegovina,wood charcoal,IMPORTS,2020,675.68
Bosnia and Herzegovina,wood charcoal,EXPORTS,2020,505.38
Bosnia and Herzegovina,wood charcoal,IMPORTS,2021,1159.97
Bosnia and Herzegovina,wood charcoal,EXPORTS,2021,547.55
Bosnia and Herzegovina,wood fuel,IMPORTS,2007,56.43
Bosnia and Herzegovina,wood fuel,EXPORTS,2007,35.68
Bosnia and Herzegovina,wood fuel,IMPORTS,2008,73.6
Bosnia and Herzegovina,wood fuel,EXPORTS,2008,60.13
Bosnia and Herzegovina,wood fuel,IMPORTS,2009,60.46
Bosnia and Herzegovina,wood fuel,EXPORTS,2009,62.69
Bosnia and Herzegovina,wood fuel,IMPORTS,2010,304.96
Bosnia and Herzegovina,wood fuel,EXPORTS,2010,61.51
Bosnia and Herzegovina,wood fuel,IMPORTS,2011,44.77
Bosnia and Herzegovina,wood fuel,EXPORTS,2011,69.46
Bosnia and Herzegovina,wood fuel,IMPORTS,2012,311.39
Bosnia and Herzegovina,wood fuel,EXPORTS,2012,68.27
Bosnia and Herzegovina,wood fuel,IMPORTS,2013,141.44
Bosnia and Herzegovina,wood fuel,EXPORTS,2013,71.63
Bosnia and Herzegovina,wood fuel,IMPORTS,2014,74.39
Bosnia and Herzegovina,wood fuel,EXPORTS,2014,73.57
Bosnia and Herzegovina,wood fuel,IMPORTS,2015,92.34
Bosnia and Herzegovina,wood fuel,EXPORTS,2015,62.6
Bosnia and Herzegovina,wood fuel,IMPORTS,2016,78.68
Bosnia and Herzegovina,wood fuel,EXPORTS,2016,61.25
Bosnia and Herzegovina,wood fuel,IMPORTS,2017,41.32
Bosnia and Herzegovina,wood fuel,EXPORTS,2017,65.64
Bosnia and Herzegovina,wood fuel,IMPORTS,2018,36.5
Bosnia and Herzegovina,wood fuel,EXPORTS,2018,77.83
Bosnia and Herzegovina,wood fuel,IMPORTS,2019,28.0
Bosnia and Herzegovina,wood fuel,EXPORTS,2019,79.42
Bosnia and Herzegovina,wood fuel,IMPORTS,2020,43.67
Bosnia and Herzegovina,wood fuel,EXPORTS,2020,77.49
Bosnia and Herzegovina,wood fuel,IMPORTS,2021,41.2
Bosnia and Herzegovina,wood fuel,EXPORTS,2021,81.63
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2007,75.83
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2007,61.37
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2008,126.01
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2008,65.85
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2009,84.23
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2009,89.62
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2010,70.18
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2010,91.64
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2011,31.37
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2011,93.5
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2012,89.5
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2013,27.79
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2013,71.55
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2014,29.39
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2014,77.3
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2015,34.03
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2015,62.1
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2016,47.46
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2016,72.7
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2017,42.49
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2017,56.84
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2018,47.02
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2018,57.46
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2019,41.43
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2019,54.6
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2020,42.66
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2020,44.76
Bosnia and Herzegovina,"wood residue, chips and particles",IMPORTS,2021,38.97
Bosnia and Herzegovina,"wood residue, chips and particles",EXPORTS,2021,48.95
Bosnia and Herzegovina,wood-based panels,IMPORTS,2007,315.55
Bosnia and Herzegovina,wood-based panels,EXPORTS,2007,888.88
Bosnia and Herzegovina,wood-based panels,IMPORTS,2008,382.05
Bosnia and Herzegovina,wood-based panels,EXPORTS,2008,1032.32
Bosnia and Herzegovina,wood-based panels,IMPORTS,2009,343.08
Bosnia and Herzegovina,wood-based panels,EXPORTS,2009,767.48
Bosnia and Herzegovina,wood-based panels,IMPORTS,2010,322.5
Bosnia and Herzegovina,wood-based panels,EXPORTS,2010,785.64
Bosnia and Herzegovina,wood-based panels,IMPORTS,2011,368.91
Bosnia and Herzegovina,wood-based panels,EXPORTS,2011,840.63
Bosnia and Herzegovina,wood-based panels,IMPORTS,2012,350.96
Bosnia and Herzegovina,wood-based panels,EXPORTS,2012,757.51
Bosnia and Herzegovina,wood-based panels,IMPORTS,2013,357.79
Bosnia and Herzegovina,wood-based panels,EXPORTS,2013,782.93
Bosnia and Herzegovina,wood-based panels,IMPORTS,2014,355.08
Bosnia and Herzegovina,wood-based panels,EXPORTS,2014,811.33
Bosnia and Herzegovina,wood-based panels,IMPORTS,2015,299.02
Bosnia and Herzegovina,wood-based panels,EXPORTS,2015,770.26
Bosnia and Herzegovina,wood-based panels,IMPORTS,2016,285.44
Bosnia and Herzegovina,wood-based panels,EXPORTS,2016,806.25
Bosnia and Herzegovina,wood-based panels,IMPORTS,2017,296.84
Bosnia and Herzegovina,wood-based panels,EXPORTS,2017,826.44
Bosnia and Herzegovina,wood-based panels,IMPORTS,2018,320.73
Bosnia and Herzegovina,wood-based panels,EXPORTS,2018,898.37
Bosnia and Herzegovina,wood-based panels,IMPORTS,2019,302.06
Bosnia and Herzegovina,wood-based panels,EXPORTS,2019,955.54
Bosnia and Herzegovina,wood-based panels,IMPORTS,2020,292.49
Bosnia and Herzegovina,wood-based panels,EXPORTS,2020,983.12
Bosnia and Herzegovina,wood-based panels,IMPORTS,2021,362.52
Bosnia and Herzegovina,wood-based panels,EXPORTS,2021,1132.13
Bosnia and Herzegovina,woodpulp,IMPORTS,2007,680.07
Bosnia and Herzegovina,woodpulp,EXPORTS,2007,22.4
Bosnia and Herzegovina,woodpulp,IMPORTS,2008,748.94
Bosnia and Herzegovina,woodpulp,IMPORTS,2009,556.75
Bosnia and Herzegovina,woodpulp,IMPORTS,2010,763.23
Bosnia and Herzegovina,woodpulp,EXPORTS,2010,751.05
Bosnia and Herzegovina,woodpulp,IMPORTS,2011,799.4
Bosnia and Herzegovina,woodpulp,IMPORTS,2012,668.62
Bosnia and Herzegovina,woodpulp,IMPORTS,2013,700.99
Bosnia and Herzegovina,woodpulp,IMPORTS,2014,670.79
Bosnia and Herzegovina,woodpulp,EXPORTS,2014,437.82
Bosnia and Herzegovina,woodpulp,IMPORTS,2015,655.69
Bosnia and Herzegovina,woodpulp,IMPORTS,2016,576.61
Bosnia and Herzegovina,woodpulp,EXPORTS,2016,736.0
Bosnia and Herzegovina,woodpulp,IMPORTS,2017,605.56
Bosnia and Herzegovina,woodpulp,IMPORTS,2018,775.86
Bosnia and Herzegovina,woodpulp,EXPORTS,2018,1083.5
Bosnia and Herzegovina,woodpulp,IMPORTS,2019,660.15
Bosnia and Herzegovina,woodpulp,EXPORTS,2019,949.5
Bosnia and Herzegovina,woodpulp,IMPORTS,2020,526.51
Bosnia and Herzegovina,woodpulp,IMPORTS,2021,665.25
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2012,119.19
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2012,140.77
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2013,119.16
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2013,185.3
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2014,200.26
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2014,187.37
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2015,186.76
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2015,142.46
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2016,182.0
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2016,133.47
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2017,173.17
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2017,139.97
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2018,151.87
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2018,170.57
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2019,173.14
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2019,163.96
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2020,169.73
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2020,148.2
Bosnia and Herzegovina,wood pellets and other wood agglomerates,IMPORTS,2021,156.0
Bosnia and Herzegovina,wood pellets and other wood agglomerates,EXPORTS,2021,159.43
Bosnia and Herzegovina,recovered post-consumer wood,IMPORTS,2017,47.6
Bosnia and Herzegovina,recovered post-consumer wood,EXPORTS,2017,47.65
Bosnia and Herzegovina,recovered post-consumer wood,IMPORTS,2018,69.12
Bosnia and Herzegovina,recovered post-consumer wood,EXPORTS,2018,67.81
Bosnia and Herzegovina,recovered post-consumer wood,IMPORTS,2019,40.78
Bosnia and Herzegovina,recovered post-consumer wood,EXPORTS,2019,65.83
Bosnia and Herzegovina,recovered post-consumer wood,IMPORTS,2020,85.06
Bosnia and Herzegovina,recovered post-consumer wood,EXPORTS,2020,64.77
Bosnia and Herzegovina,recovered post-consumer wood,IMPORTS,2021,66.04
Bosnia and Herzegovina,recovered post-consumer wood,EXPORTS,2021,76.71
Bulgaria,case materials,IMPORTS,2007,510.81
Bulgaria,case materials,EXPORTS,2007,433.69
Bulgaria,case materials,IMPORTS,2008,569.09
Bulgaria,case materials,EXPORTS,2008,518.89
Bulgaria,case materials,IMPORTS,2009,415.15
Bulgaria,case materials,EXPORTS,2009,591.53
Bulgaria,case materials,IMPORTS,2010,512.02
Bulgaria,case materials,EXPORTS,2010,873.01
Bulgaria,case materials,IMPORTS,2011,643.39
Bulgaria,case materials,EXPORTS,2011,756.4
Bulgaria,case materials,IMPORTS,2012,580.3
Bulgaria,case materials,EXPORTS,2012,747.89
Bulgaria,case materials,IMPORTS,2013,600.41
Bulgaria,case materials,EXPORTS,2013,843.15
Bulgaria,case materials,IMPORTS,2014,585.79
Bulgaria,case materials,EXPORTS,2014,775.17
Bulgaria,case materials,IMPORTS,2015,499.78
Bulgaria,case materials,EXPORTS,2015,633.69
Bulgaria,case materials,IMPORTS,2016,487.19
Bulgaria,case materials,EXPORTS,2016,687.22
Bulgaria,case materials,IMPORTS,2017,593.29
Bulgaria,case materials,EXPORTS,2017,860.72
Bulgaria,case materials,IMPORTS,2018,616.04
Bulgaria,case materials,EXPORTS,2018,1022.84
Bulgaria,case materials,IMPORTS,2019,508.12
Bulgaria,case materials,EXPORTS,2019,586.04
Bulgaria,case materials,IMPORTS,2020,450.94
Bulgaria,case materials,EXPORTS,2020,550.8
Bulgaria,case materials,IMPORTS,2021,632.54
Bulgaria,case materials,EXPORTS,2021,705.46
Bulgaria,engineered wood products,IMPORTS,2007,245.11
Bulgaria,engineered wood products,EXPORTS,2007,176.8
Bulgaria,engineered wood products,IMPORTS,2008,254.45
Bulgaria,engineered wood products,EXPORTS,2008,238.69
Bulgaria,engineered wood products,IMPORTS,2009,209.78
Bulgaria,engineered wood products,EXPORTS,2009,178.14
Bulgaria,engineered wood products,IMPORTS,2010,298.03
Bulgaria,engineered wood products,EXPORTS,2010,254.73
Bulgaria,engineered wood products,IMPORTS,2011,401.09
Bulgaria,engineered wood products,EXPORTS,2011,278.04
Bulgaria,engineered wood products,IMPORTS,2012,470.58
Bulgaria,engineered wood products,EXPORTS,2012,293.2
Bulgaria,engineered wood products,IMPORTS,2013,496.48
Bulgaria,engineered wood products,EXPORTS,2013,307.27
Bulgaria,engineered wood products,IMPORTS,2014,496.52
Bulgaria,engineered wood products,EXPORTS,2014,302.75
Bulgaria,engineered wood products,IMPORTS,2015,409.49
Bulgaria,engineered wood products,EXPORTS,2015,248.1
Bulgaria,engineered wood products,IMPORTS,2016,398.7
Bulgaria,engineered wood products,EXPORTS,2016,252.77
Bulgaria,engineered wood products,IMPORTS,2017,372.08
Bulgaria,engineered wood products,EXPORTS,2017,235.94
Bulgaria,engineered wood products,IMPORTS,2018,401.8
Bulgaria,engineered wood products,EXPORTS,2018,291.64
Bulgaria,engineered wood products,IMPORTS,2019,362.02
Bulgaria,engineered wood products,EXPORTS,2019,255.65
Bulgaria,engineered wood products,IMPORTS,2020,367.29
Bulgaria,engineered wood products,EXPORTS,2020,229.77
Bulgaria,engineered wood products,IMPORTS,2021,467.15
Bulgaria,engineered wood products,EXPORTS,2021,312.45
Bulgaria,non-wood pulp,IMPORTS,2007,2088.17
Bulgaria,non-wood pulp,IMPORTS,2008,2441.9
Bulgaria,non-wood pulp,IMPORTS,2009,1968.17
Bulgaria,non-wood pulp,IMPORTS,2010,2106.36
Bulgaria,non-wood pulp,IMPORTS,2011,2231.67
Bulgaria,non-wood pulp,IMPORTS,2012,1920.65
Bulgaria,non-wood pulp,IMPORTS,2013,1879.92
Bulgaria,non-wood pulp,IMPORTS,2014,1786.39
Bulgaria,non-wood pulp,IMPORTS,2015,1701.7
Bulgaria,non-wood pulp,IMPORTS,2016,1726.76
Bulgaria,non-wood pulp,IMPORTS,2017,2119.22
Bulgaria,non-wood pulp,IMPORTS,2018,1524.78
Bulgaria,non-wood pulp,IMPORTS,2019,1514.9
Bulgaria,non-wood pulp,IMPORTS,2020,1350.52
Bulgaria,non-wood pulp,IMPORTS,2021,1612.8
Bulgaria,other pulp,IMPORTS,2007,1131.81
Bulgaria,other pulp,IMPORTS,2008,1470.8
Bulgaria,other pulp,IMPORTS,2009,1486.53
Bulgaria,other pulp,IMPORTS,2010,1713.58
Bulgaria,other pulp,IMPORTS,2011,1838.51
Bulgaria,other pulp,EXPORTS,2011,168.68
Bulgaria,other pulp,IMPORTS,2012,1147.87
Bulgaria,other pulp,EXPORTS,2012,109.32
Bulgaria,other pulp,IMPORTS,2013,802.77
Bulgaria,other pulp,IMPORTS,2014,1714.6
Bulgaria,other pulp,IMPORTS,2015,1028.29
Bulgaria,other pulp,IMPORTS,2016,1578.98
Bulgaria,other pulp,IMPORTS,2017,2069.73
Bulgaria,other pulp,IMPORTS,2018,1488.33
Bulgaria,other pulp,EXPORTS,2018,93.44
Bulgaria,other pulp,IMPORTS,2019,1510.46
Bulgaria,other pulp,EXPORTS,2019,303.25
Bulgaria,other pulp,IMPORTS,2020,1065.69
Bulgaria,other pulp,EXPORTS,2020,851.14
Bulgaria,other pulp,IMPORTS,2021,1072.96
Bulgaria,"paper,print and packaging",IMPORTS,2007,1357.62
Bulgaria,"paper,print and packaging",EXPORTS,2007,1003.64
Bulgaria,"paper,print and packaging",IMPORTS,2008,1528.27
Bulgaria,"paper,print and packaging",EXPORTS,2008,1165.72
Bulgaria,"paper,print and packaging",IMPORTS,2009,1479.56
Bulgaria,"paper,print and packaging",EXPORTS,2009,1246.65
Bulgaria,"paper,print and packaging",IMPORTS,2010,1472.22
Bulgaria,"paper,print and packaging",EXPORTS,2010,1251.9
Bulgaria,"paper,print and packaging",IMPORTS,2011,1588.16
Bulgaria,"paper,print and packaging",EXPORTS,2011,1358.34
Bulgaria,"paper,print and packaging",IMPORTS,2012,1385.84
Bulgaria,"paper,print and packaging",EXPORTS,2012,1207.24
Bulgaria,"paper,print and packaging",IMPORTS,2013,1336.29
Bulgaria,"paper,print and packaging",EXPORTS,2013,1109.97
Bulgaria,"paper,print and packaging",IMPORTS,2014,1300.8
Bulgaria,"paper,print and packaging",EXPORTS,2014,1144.65
Bulgaria,"paper,print and packaging",IMPORTS,2015,1123.54
Bulgaria,"paper,print and packaging",EXPORTS,2015,1002.22
Bulgaria,"paper,print and packaging",IMPORTS,2016,1111.21
Bulgaria,"paper,print and packaging",EXPORTS,2016,1062.56
Bulgaria,"paper,print and packaging",IMPORTS,2017,1174.05
Bulgaria,"paper,print and packaging",EXPORTS,2017,1062.17
Bulgaria,"paper,print and packaging",IMPORTS,2018,1292.88
Bulgaria,"paper,print and packaging",EXPORTS,2018,1190.05
Bulgaria,"paper,print and packaging",IMPORTS,2019,1234.52
Bulgaria,"paper,print and packaging",EXPORTS,2019,1162.11
Bulgaria,"paper,print and packaging",IMPORTS,2020,1229.47
Bulgaria,"paper,print and packaging",EXPORTS,2020,1025.11
Bulgaria,"paper,print and packaging",IMPORTS,2021,1304.05
Bulgaria,"paper,print and packaging",EXPORTS,2021,1223.99
Bulgaria,pulpwood,IMPORTS,2007,808.02
Bulgaria,pulpwood,EXPORTS,2007,606.89
Bulgaria,pulpwood,IMPORTS,2008,737.53
Bulgaria,pulpwood,EXPORTS,2008,656.55
Bulgaria,pulpwood,IMPORTS,2009,620.64
Bulgaria,pulpwood,EXPORTS,2009,549.14
Bulgaria,pulpwood,IMPORTS,2010,893.11
Bulgaria,pulpwood,EXPORTS,2010,730.51
Bulgaria,pulpwood,IMPORTS,2011,901.95
Bulgaria,pulpwood,EXPORTS,2011,629.96
Bulgaria,pulpwood,IMPORTS,2012,697.13
Bulgaria,pulpwood,EXPORTS,2012,572.73
Bulgaria,pulpwood,IMPORTS,2013,710.07
Bulgaria,pulpwood,EXPORTS,2013,593.22
Bulgaria,pulpwood,IMPORTS,2014,736.33
Bulgaria,pulpwood,EXPORTS,2014,557.24
Bulgaria,pulpwood,IMPORTS,2015,681.0
Bulgaria,pulpwood,EXPORTS,2015,571.77
